Color,Num Reviews (Critics),Duration,Main actor facebook likes,Gross,Num voted users,Total cast facebook likes,Num Reviews (Users),Language,Country, Content rating,Budget,Title year,Imdb score,Aspect ratio,Movie facebook likes
1,90,100,833,48637684,16979,2800,42,17,6,12,12500000,2014,6.1,2.35,0
1,635,141,26000,458991599,462669,92000,1117,17,6,9,250000000,2015,7.5,2.35,118000
1,338,114,979,65171860,106416,1766,205,17,6,9,195000000,2013,6.3,2.35,22000
1,244,138,613,93926386,168207,1205,684,17,6,9,150000000,2003,7.4,2.35,0
1,310,99,14000,83640426,152826,16184,253,17,6,9,150000000,2012,5.8,1.85,19000
1,186,96,87000,100289690,115099,108016,257,17,6,14,175000000,2007,5.4,2.35,2000
1,436,123,16000,116593191,223393,17657,550,17,6,9,200000000,2011,5.6,2.35,24000
1,328,192,5000,377019252,1215718,6434,3189,17,6,9,94000000,2003,8.9,2.35,16000
1,490,133,14000,350123553,325264,16277,916,17,6,12,58800000,2014,7.3,2.35,112000
1,653,121,14000,333130696,682155,32438,1097,17,6,9,170000000,2014,8.1,2.35,96000
1,451,108,40000,334185206,306320,79957,736,17,6,14,200000000,2010,6.5,1.85,24000
1,300,135,24000,373377893,411164,43388,1303,17,6,9,200000000,2004,7.3,2.35,0
1,653,121,14000,333130696,682155,32438,1097,17,6,9,170000000,2014,8.1,2.35,96000
1,226,147,177,2208939,190490,253,482,17,33,12,50000000,2006,7.5,2.35,26000
1,140,156,26000,4535117,38398,26564,368,17,33,9,60000000,2007,3.8,2.35,0
1,152,101,219,8129455,89568,661,142,17,6,14,45000000,2011,6.3,2.35,17000
1,292,123,10000,7689458,126307,11769,210,17,63,9,40000000,2009,6.8,1.85,19000
1,78,89,1000,9652000,46205,3096,147,17,6,9,40000000,2003,5.8,1.85,0
1,61,84,545,4777007,15130,1149,98,17,11,9,40000000,2001,5.8,2.35,565
1,76,110,865,5881504,5917,2972,50,17,6,9,39000000,2004,5.3,2.35,177
1,163,121,12000,16640210,53028,13040,382,17,6,12,55000000,1999,6.8,2.35,0
1,158,99,1000,19294901,26126,2535,325,17,6,9,35000000,2005,5,2.35,0
1,189,114,879,6565495,36455,949,229,25,30,12,45000000,2006,7,2.35,0
1,376,107,971,12026670,114241,1643,258,17,6,12,45000000,2013,6.4,2.35,24000
1,115,122,11000,22362500,35599,15275,195,17,6,9,55000000,1999,6.1,1.85,641
1,158,99,1000,19294901,26126,2535,325,17,6,9,35000000,2005,5,2.35,0
1,105,125,3000,18306166,28130,3142,215,17,63,9,35000000,2002,6.5,2.35,0
1,56,114,743,12065985,16260,2367,88,17,6,14,60000000,1998,4.9,2.35,296
1,135,105,18000,13101142,23916,23122,50,17,6,9,35000000,2012,5.7,2.35,0
1,24,103,849,2154540,3803,2457,41,17,6,12,45000000,1997,4.9,2.35,68
1,108,100,734,7204138,34809,2085,125,17,6,14,41000000,2011,6.2,2.35,11000
1,258,102,107,18600911,125198,362,153,17,6,9,42000000,2012,6.6,2.35,11000
1,186,133,226,6167817,62607,405,239,20,11,12,47000000,2004,7.7,2.35,0
1,24,101,690,6448817,2189,1993,31,17,6,14,35000000,1997,4.6,2.35,0
1,90,91,1000,10214013,23072,1564,89,17,6,12,35000000,2015,5.4,2.35,0
1,227,92,11000,14998070,41170,32875,298,17,6,12,35000000,2007,6.2,2.35,0
1,74,98,13000,16323969,45775,18085,112,17,6,9,40000000,2004,5.5,1.85,462
1,161,106,3000,17281832,60232,5329,110,17,33,14,60000000,2008,6.1,2.35,0
1,156,133,5000,24343673,91863,5405,524,17,6,9,45000000,2007,7.4,2.35,14000
1,186,133,226,6167817,62607,405,239,20,11,12,47000000,2004,7.7,2.35,0
1,181,107,40000,7605668,47320,42683,188,17,63,12,60000000,2015,5.5,2.35,12000
1,302,122,2000,18593156,88682,6161,241,17,6,12,35000000,2008,7.7,2.35,0
1,12,128,783,24332324,13830,3126,61,17,6,9,40000000,1994,6.1,1.85,680
1,107,109,40000,10654581,45497,52621,260,17,6,12,34000000,1999,5.3,1.85,1000
1,67,125,991,1027749,8087,1003,33,17,23,12,40000000,2008,7.1,2.35,1000
1,488,126,11000,4563029,181472,12286,514,17,66,12,39200000,2013,7,1.85,58000
1,95,127,746,14378353,12375,2393,194,17,6,9,36000000,1999,6.8,2.35,846
1,112,102,13000,7659747,14962,14165,204,17,6,12,38000000,2003,5.1,1.85,704
1,293,112,11000,6105175,247020,12239,835,17,6,12,44000000,2014,6.6,2.35,50000
1,245,118,6000,25450527,80196,7654,190,17,6,12,50000000,2009,6.5,2.35,0
1,79,139,11000,20389967,3077,12786,47,17,6,12,50000000,2016,6.7,1.85,10000
1,178,81,13000,10539414,45729,14619,176,17,6,9,47000000,2010,4.7,2.35,0
1,66,93,15000,652526,20201,15638,187,17,33,14,40000000,2006,5.1,2.35,823
1,98,108,687,22108977,29861,1134,132,17,36,9,41000000,2003,5.2,2.35,505
1,163,121,12000,16640210,53028,13040,382,17,6,12,55000000,1999,6.8,2.35,0
1,75,88,11000,6471394,15880,11972,93,17,6,9,50000000,2004,4.9,2.35,288
1,66,93,15000,652526,20201,15638,187,17,33,14,40000000,2006,5.1,2.35,823
1,209,131,879,27667947,86374,1344,392,17,63,12,50000000,2007,6.2,2.35,3000
1,95,127,746,14378353,12375,2393,194,17,6,9,36000000,1999,6.8,2.35,846
1,290,104,20000,157299717,452928,21397,1401,17,6,9,75000000,2000,7.4,2.35,0
1,103,116,8000,152149590,74274,12790,255,17,6,14,70000000,1999,5.5,2.35,0
1,193,103,1000,176387405,328159,5437,467,17,6,14,59000000,2002,7.6,1.85,3000
1,142,124,11000,172620724,146134,23603,393,17,6,12,85000000,1997,6.4,2.35,0
1,233,88,22000,161317423,145321,25354,139,17,6,14,95000000,2012,6.6,2.35,14000
1,188,94,835,196573705,166791,1258,132,17,6,14,90000000,2009,7,1.85,0
1,193,103,1000,176387405,328159,5437,467,17,6,14,59000000,2002,7.6,1.85,3000
1,166,83,13000,155019340,127345,22813,250,17,6,14,80000000,2006,6.8,1.85,0
1,134,113,11000,158115031,130070,13693,316,17,6,9,82000000,2005,6.4,2.35,0
1,495,142,15000,202853933,321227,28631,1067,17,6,9,200000000,2014,6.7,2.35,41000
1,599,153,15000,262030663,451803,28489,1225,17,6,9,230000000,2012,7,2.35,56000
1,495,142,15000,202853933,321227,28631,1067,17,6,9,200000000,2014,6.7,2.35,41000
1,376,104,12000,268488329,235025,14863,265,17,6,4,200000000,2013,7.3,1.85,44000
1,191,109,733,31990064,63390,2753,160,17,6,9,12000000,2015,6.4,2.35,0
1,112,91,935,15935068,19331,2899,317,17,6,12,2500000,1993,4.3,1.85,949
2,41,130,939,28734552,9566,3107,81,17,6,12,16000000,2001,6.4,1.85,1000
1,207,96,49000,31597131,97938,52138,605,17,6,12,12000000,2002,6.8,1.85,0
1,22,104,1000,23031390,4345,2868,26,17,6,12,4500000,1998,5.6,1.85,575
1,149,101,446,20772796,34232,497,346,17,53,9,6000000,2002,7.6,2.35,0
1,111,109,2000,22927390,25344,4947,77,17,6,9,18000000,2009,5.6,1.85,0
1,252,121,1000,17605861,145580,1184,351,17,63,12,6000000,2006,7.7,2.35,0
1,98,104,15000,23393765,31323,18760,76,17,6,9,20000000,2014,6.3,2.35,0
1,74,89,811,29302097,23408,2167,105,17,33,14,15000000,2004,4.6,1.85,810
1,197,132,3000,27154426,52852,6317,138,17,6,12,17000000,2009,6.7,2.35,4000
1,16,100,610,15369573,2580,1441,54,17,6,14,3000000,1990,5.3,1.85,710
1,32,144,469,20400000,6304,2037,87,17,6,20,8000000,1946,6.9,1.37,403
1,23,129,18000,16153600,8295,19065,30,17,6,12,10000000,1990,6.5,1.85,720
1,9,106,1000,17382982,5975,2840,33,19,6,12,5000000,2014,5.2,1.85,0
1,233,93,960,17427926,60062,1749,351,17,6,12,8000000,2008,5.9,2.35,0
1,37,89,799,13903262,14656,4291,90,17,6,9,11000000,2001,6.3,1.85,0
1,30,87,871,33349949,9010,1111,199,17,6,14,2500000,2012,5.1,1.85,0
1,62,86,584,23978402,10966,3850,100,17,6,9,11000000,2001,4.6,1.85,365
1,186,94,607,16235293,19918,1611,278,17,6,12,9000000,2006,4.5,2.35,0
1,83,106,773,28873374,22161,2787,68,17,6,14,10000000,2013,4.1,1.85,0
1,35,96,1000,20257000,7569,5282,65,17,6,12,7000000,1988,5.2,1.85,978
1,271,110,22000,28747570,100571,22140,416,17,1,12,7000000,2005,7.4,2.35,0
1,132,96,651,16667084,90070,3119,248,17,6,9,11000000,1990,7.1,1.85,11000
1,220,119,908,33386128,36372,3226,491,17,6,12,15000000,2009,4.9,1.85,3000
2,351,93,21000,31501218,84070,22745,526,17,6,14,7500000,2005,7.5,1.85,0
1,226,129,883,33565375,111351,1565,568,17,63,12,15000000,2005,7.5,1.85,0
1,89,84,655,20339754,23928,2737,73,17,6,12,10000000,2007,5.9,1.85,441
2,252,97,654,20433940,78883,1876,662,17,1,12,15000000,2005,6.2,2.35,0
1,98,104,15000,23393765,31323,18760,76,17,6,9,20000000,2014,6.3,2.35,0
1,92,95,1000,16017403,17333,3300,153,17,6,12,5000000,2001,6.2,1.85,0
1,162,106,18000,23272306,740918,20821,1182,17,6,12,6000000,1995,8.6,2.35,28000
1,128,121,13000,22905674,121676,14890,290,17,6,12,12000000,1998,7.4,2.35,0
1,94,109,3000,23179303,32951,4257,44,17,51,14,20000000,2011,5.8,1.85,6000
1,417,140,33000,21383298,187170,34413,376,17,6,12,15000000,2012,7.3,2.35,47000
1,112,75,1000,23078294,25870,3590,281,17,6,9,9000000,2006,5.1,2.35,0
1,167,104,296,35143332,45102,1340,316,17,6,12,17000000,2003,5.6,2.35,0
1,91,94,16000,16101109,76467,19957,236,17,6,12,3000000,2005,6.8,1.85,0
1,273,80,2000,33583175,104089,5628,319,17,6,9,10000000,2010,6.3,2.35,16000
1,123,93,742,15126948,20815,1227,335,17,6,12,5000000,1995,4.9,1.85,0
1,58,84,8000,13592872,10777,10982,79,17,6,12,11000000,2000,5.1,1.85,671
1,190,86,390,23993605,52467,727,248,17,6,12,18000000,2009,5.8,2.35,0
1,417,140,33000,21383298,187170,34413,376,17,6,12,15000000,2012,7.3,2.35,47000
1,171,92,26000,25296447,237248,27572,460,17,11,9,21000000,2002,6.8,2.35,0
1,50,122,848,33451479,17068,1164,215,17,6,14,500000,2008,6.5,1.85,0
1,44,152,232,36000000,9456,825,107,17,6,13,4000000,1952,6.7,1.37,625
1,282,92,383,34334256,35131,1945,255,17,6,12,11000000,2013,4.8,2.35,16000
1,336,104,972,27689474,85688,2071,339,17,6,12,5000000,2013,6.5,2.35,23000
1,211,105,11000,20338609,19655,12946,280,17,6,9,10000000,2006,6.8,2.35,683
1,164,94,363,26049082,76791,1024,100,17,6,12,8000000,2014,6.1,2.35,0
1,186,94,607,16235293,19918,1611,278,17,6,12,9000000,2006,4.5,2.35,0
1,155,117,12000,24362501,69980,13576,591,17,6,12,21500000,1999,7.2,2.35,0
1,50,115,116,30127963,12596,525,64,17,6,14,15000000,2014,6.7,1.85,0
1,181,101,544,27758465,77987,1292,120,17,6,9,19000000,2010,6.1,2.35,0
1,37,109,1000,27362712,5971,3199,60,17,6,9,8000000,2002,6.5,1.85,0
1,108,97,912,21468807,13048,2682,227,17,6,12,14000000,2000,4.1,2.35,243
1,79,95,1000,34099640,16651,2515,149,17,6,14,5000000,2000,7,1.37,0
1,181,107,2000,15854988,36542,2447,378,17,6,9,13500000,2002,7.4,1.85,0
1,53,112,16000,36500000,87090,17568,142,17,6,14,8000000,1979,7.6,1.85,0
1,138,87,426,30000000,43485,1472,327,17,6,12,2200000,1985,5.4,1.85,0
1,191,84,2000,15417771,87494,3416,540,17,6,12,12600000,2003,6.1,1.85,0
1,256,101,40000,26505000,149285,42918,668,17,6,16,1800000,1984,7.5,1.85,10000
1,151,94,2000,30259652,26905,5440,614,17,6,12,15000000,2002,4.1,2.35,0
1,153,155,3000,26384919,189032,3677,560,17,6,12,15000000,1997,7.9,2.35,0
1,161,93,45000,15152879,13506,46868,68,17,11,9,5000000,2013,4,2.35,0
1,203,103,155,27285953,48675,259,214,17,6,12,5000000,2015,6.8,1.85,16000
1,323,106,14000,20803237,110616,18645,291,17,6,12,3500000,2010,7.1,1.85,16000
1,277,88,383,30859000,96410,1094,826,17,6,12,83532,1974,7.5,1.85,0
1,159,81,220,22757819,13521,276,150,17,6,12,100000,2015,4.2,1.85,0
1,274,100,10000,28637507,212167,11471,713,17,63,12,15000000,2007,7,1.85,0
1,148,90,16000,20259297,24969,19952,258,17,6,9,20000000,2006,4.7,2.35,0
1,331,105,11000,29959436,82327,12894,350,17,63,9,13000000,2011,6.4,2.35,18000
1,159,81,220,22757819,13521,276,150,17,6,12,100000,2015,4.2,1.85,0
1,287,120,103,128067808,217740,129,1641,25,37,9,15000000,2000,7.9,2.35,0
1,106,119,12000,109713132,61621,15449,219,17,6,14,25000000,1986,7.3,2.35,0
1,286,97,3000,100292856,160418,5547,296,17,6,12,20000000,2011,5.7,1.85,16000
1,304,132,15000,116631310,87665,20035,323,17,6,9,30000000,2013,7.2,1.85,41000
1,185,138,12000,130727000,887467,13184,916,17,6,12,19000000,1991,8.6,1.85,40000
1,122,88,2000,112692062,84325,4499,205,17,6,14,35000000,2001,5.4,1.85,0
1,75,131,813,102922376,51314,1520,265,17,6,14,20000000,1978,5.7,2.35,0
1,287,120,103,128067808,217740,129,1641,25,37,9,15000000,2000,7.9,2.35,0
1,208,175,14000,134821952,1155770,28122,2238,17,6,12,6000000,1972,9.2,1.85,43000
1,539,122,34000,132088910,533607,72115,692,17,6,12,21000000,2012,7.8,2.35,117000
1,75,94,110,105500000,31260,582,152,17,1,12,4000000,1981,6.2,1.85,0
1,185,138,12000,130727000,887467,13184,916,17,6,12,19000000,1991,8.6,1.85,40000
1,669,108,20000,106952327,551363,38072,1140,17,6,12,13000000,2010,8,2.35,106000
1,157,102,925,101978840,77724,1018,162,17,6,12,15000000,2013,6.6,1.85,26000
1,121,93,1000,119500000,95294,4701,363,17,6,12,2600000,1974,7.8,2.35,12000
1,149,133,888,112000000,680041,2176,760,17,6,12,4400000,1975,8.7,1.85,32000
1,141,145,13000,117235247,375240,16094,542,17,6,14,960000,1976,8.1,1.33,0
1,340,106,18000,117528646,353442,18669,387,17,6,12,35000000,2011,6.9,2.35,31000
1,245,129,309,139259759,364948,1062,2121,17,23,12,150000000,2003,6.7,2.35,0
1,280,103,1000,131564731,118951,2857,1382,17,6,14,150000000,2010,4.2,2.35,18000
1,196,92,3000,111505642,47900,5810,130,17,6,14,145000000,2014,6.9,1.85,11000
1,190,154,10000,111110575,317166,11945,928,17,6,12,140000000,2003,7.7,2.35,0
1,490,143,29000,144812796,362912,29770,753,17,23,9,105000000,2013,7.3,2.35,115000
1,362,107,40000,123207194,183208,43291,337,17,6,14,135000000,2011,7.2,2.35,26000
1,94,141,2000,146282411,190439,4528,351,17,6,12,115000000,1994,7.2,2.35,0
1,354,135,3000,134518390,326286,5811,643,17,6,9,150000000,2008,6.8,2.35,0
1,154,98,49000,113733726,67223,53587,126,17,6,14,127000000,2014,6.2,1.85,11000
1,118,119,29000,39778599,176169,29461,548,17,6,12,50000000,2000,6.6,2.35,0
1,377,162,21000,33048353,301279,36928,589,17,6,12,65000000,2007,7.7,2.35,12000
1,211,125,8000,40559930,41727,10623,184,17,6,9,60000000,2009,6.2,2.35,0
1,49,94,1000,36830057,10883,2151,73,17,6,14,65000000,1999,4.9,1.85,448
1,215,118,16000,37035845,136680,28045,149,17,6,12,52000000,2011,6.4,2.35,13000
1,47,92,789,50024083,35918,2318,126,17,6,12,60000000,1995,5.4,1.85,1000
1,108,134,548,36976367,81611,1044,274,17,6,9,75000000,1998,6,2.35,0
1,371,120,20000,31569268,172965,23051,627,17,6,12,49000000,2015,6.9,2.35,67000
1,81,94,854,60573641,68406,4530,162,17,6,14,60000000,1996,5.4,1.85,0
1,82,94,374,36037909,10132,1238,130,17,33,9,60000000,2000,4.7,1.85,390
1,60,103,2000,51317350,78343,2710,139,17,6,9,57000000,1996,6.4,2.35,0
1,219,96,874,50807639,40883,3151,122,17,6,14,60000000,2014,6.8,1.85,11000
1,76,136,11000,37901509,96385,12226,119,17,6,9,70000000,1997,7,2.35,0
1,241,103,27000,54758461,147641,29808,238,17,6,9,65000000,2012,6.3,2.35,18000
1,196,119,834,53789313,89816,3637,347,17,6,9,60000000,2003,6.3,2.35,0
1,82,94,374,36037909,10132,1238,130,17,33,9,60000000,2000,4.7,1.85,390
1,209,157,14000,28965197,133526,18216,521,17,6,12,68000000,1999,7.9,2.35,0
1,138,101,23000,43060566,107859,53024,569,17,6,9,60000000,2002,6.2,2.35,0
1,197,106,11000,37760080,72868,12871,618,17,6,14,70000000,2004,6.1,1.85,0
1,212,130,5000,31165421,107028,10247,457,17,6,9,60000000,2013,6,2.35,44000
1,315,129,13000,32741596,80140,14344,323,17,6,9,50000000,2010,6.5,2.35,16000
1,280,159,10000,55637680,227071,11424,1500,17,63,12,65000000,1999,7.3,1.66,10000
1,313,105,539,50549107,99035,1411,289,17,6,9,60000000,2014,6.2,2.35,17000
1,117,143,509,38966057,23940,1409,157,17,11,12,65000000,1998,6.7,2.35,688
1,156,95,17000,50150619,45580,19513,102,17,6,14,50000000,2014,7.3,2.35,18000
2,61,132,45000,30306268,62981,58528,84,17,11,12,50000000,1995,6.3,1.85,0
1,123,118,13000,33828318,44453,14036,154,17,6,9,55000000,2003,5.8,2.35,0
2,61,132,45000,30306268,62981,58528,84,17,11,12,50000000,1995,6.3,1.85,0
1,134,135,324,32598931,49300,1013,265,17,6,12,65000000,2000,6.2,2.35,892
1,156,215,648,36385763,138941,1937,1448,17,6,12,52000000,1998,7.6,2.35,0
1,64,116,192,61355436,52136,475,184,17,6,9,68000000,1997,6.2,2.35,0
1,171,105,87000,48745150,50170,101383,306,17,6,9,50000000,2006,5.8,2.35,773
1,196,119,834,53789313,89816,3637,347,17,6,9,60000000,2003,6.3,2.35,0
1,81,98,966,50189179,61966,2018,207,17,6,9,60000000,2002,5.3,1.85,797
1,98,87,15000,33643461,11257,20061,65,17,6,14,50000000,2010,4.2,2.35,0
1,79,160,469,14500000,25019,1548,159,17,65,4,25000000,1970,7.5,2.35,0
1,584,139,11000,13303319,136367,13021,975,17,6,9,32000000,2011,6.7,1.85,39000
1,68,115,757,17174870,15817,1201,210,17,6,9,18000000,2000,6.7,2.35,0
1,45,106,1000,6420319,15978,5705,122,17,59,9,20000000,2015,7.4,2.35,15000
1,126,106,11000,11854694,14281,17560,64,17,6,14,31000000,2010,6.5,1.85,0
1,230,111,796,13034417,55665,2633,118,17,6,9,15000000,2009,6.9,2.35,10000
2,148,127,40000,5887457,142416,56585,420,17,6,12,18000000,1994,7.9,1.85,0
1,29,132,14000,8600000,17982,28094,95,17,63,14,25000000,1984,7,2.35,1000
1,202,108,22000,13060843,149528,26050,454,17,6,12,15000000,2002,7.7,2.35,0
1,173,95,991,17529157,49888,2173,220,17,11,12,20000000,2012,5,2.35,25000
1,118,106,1000,7486906,17436,2495,71,17,6,14,27000000,2007,6.8,1.85,0
1,111,251,22000,5300000,221000,24719,495,17,4,12,30000000,1984,8.4,1.85,12000
1,218,92,860,5306447,58967,2717,169,17,6,9,15000000,2009,7.2,1.85,10000
1,165,111,527,6109075,32003,735,65,20,11,9,19430000,2009,6.7,2.35,0
1,100,97,497,16779636,9338,1805,167,17,6,12,28000000,2000,4.8,2.35,209
1,223,103,21000,4235837,175962,23932,336,17,6,12,15000000,2005,7.6,2.35,0
1,42,101,1000,1075288,7772,2228,55,17,6,12,22000000,1996,6.1,1.85,145
1,38,112,567,6734844,29591,711,118,17,6,12,17000000,1986,5.9,1.85,0
1,32,82,721,9975684,20033,1805,117,17,1,9,13000000,1998,6.4,1.85,679
1,93,104,405,7739049,10680,847,112,17,1,12,18000000,2004,7.1,1.85,562
1,53,88,327,13019253,3914,1509,47,17,6,9,23000000,2000,5.6,1.85,153
1,584,139,11000,13303319,136367,13021,975,17,6,9,32000000,2011,6.7,1.85,39000
1,273,160,11000,3904982,136104,22516,415,17,6,12,30000000,2007,7.5,2.35,0
1,251,137,14000,5459824,92781,15337,320,17,6,12,26000000,2006,7.6,2.35,5000
1,64,99,2000,16930185,14315,4169,101,17,33,9,29000000,2002,5.3,1.85,201
1,30,98,1000,7434726,14473,3671,81,17,6,12,23000000,1991,6,1.85,0
1,34,94,13000,13801755,23928,15183,100,17,6,14,20000000,1997,6.6,1.85,0
1,61,86,878,10397365,11693,2165,104,17,6,9,14000000,2001,5.4,2.35,613
1,97,97,12000,11614236,9294,15209,140,17,6,9,15000000,1999,5.6,1.37,251
1,85,134,2,5532301,21606,4,117,17,6,9,28000000,1997,7,2.35,0
1,140,93,849,14888028,28606,2178,262,17,6,9,30000000,2005,5.1,2.35,0
1,276,91,34000,958319,39764,34705,148,17,6,9,21000000,2011,6.7,2.35,17000
1,119,107,13000,11008432,43903,16651,194,17,6,9,25000000,2005,7.1,1.85,5000
1,13,98,691,8500000,2061,1761,34,17,6,14,20000000,1981,5.4,1.78,501
1,45,98,29000,12782508,20163,63194,71,17,6,9,23000000,1996,6.7,1.85,1000
1,32,118,738,13000000,10895,1458,150,17,6,4,24000000,1978,5.2,1.85,0
1,92,93,13000,17718223,162067,14180,316,17,6,12,25000000,2004,6.6,1.85,0
1,107,94,712,15155772,8895,1673,48,17,6,9,18000000,2014,5.7,2.35,3000
1,97,97,12000,11614236,9294,15209,140,17,6,9,15000000,1999,5.6,1.37,251
1,328,103,10000,2412045,109873,12867,320,17,63,12,15000000,2010,7.2,2.35,33000
1,127,101,1000,4476235,49405,4186,226,17,6,12,27000000,2004,6.4,2.35,2000
1,60,114,1000,18252684,18366,1816,219,17,6,14,30000000,1998,6.9,1.85,0
1,11,105,723,8508843,7470,2368,35,17,6,14,18000000,1989,5.5,1.37,0
1,148,96,805,16027866,26767,1411,121,17,11,9,25000000,2015,5.1,2.35,0
1,116,90,966,4360548,13371,2661,60,17,6,12,15000000,2009,6.4,1.85,0
1,32,118,738,13000000,10895,1458,150,17,6,4,24000000,1978,5.2,1.85,0
1,124,112,805,7837632,46396,1466,287,17,6,12,18000000,1997,7.5,1.85,0
1,47,85,1000,15911333,2855,2429,119,17,63,4,19000000,2000,3.6,1.85,663
1,180,99,400,11100000,92464,896,331,17,6,9,25000000,1986,7.3,2.35,19000
1,97,87,826,14249005,39788,2689,619,17,6,12,15000000,2001,4.5,1.85,0
1,37,96,3000,15062898,11729,6861,106,17,6,12,14000000,1998,6,1.85,645
1,208,107,746,15608545,53471,2377,224,17,6,12,15000000,2012,5.4,2.35,29000
1,84,96,8000,15427192,11768,11078,148,17,6,9,16000000,2000,5.6,1.85,492
1,52,85,985,13973532,11211,3065,92,17,6,9,25000000,2002,5.1,1.85,215
1,128,108,11000,3203044,25165,14843,155,17,6,12,18000000,2003,6.4,2.35,827
1,122,105,716,99462,11347,1843,28,17,11,14,33000000,2013,7.1,2.35,5000
1,160,99,22000,8855646,49855,23409,117,17,6,9,21000000,2009,7.2,2.35,10000
1,297,109,957,13782838,258078,1757,911,17,6,12,15000000,1982,8.2,2.35,23000
1,165,111,527,6109075,32003,735,65,20,11,9,19430000,2009,6.7,2.35,0
1,20,105,3000,10070000,5668,5023,50,17,6,9,25000000,1996,6.2,1.85,491
2,49,105,477,5217498,3668,2312,85,17,6,9,15000000,2000,4.6,1.85,157
1,98,96,12000,183125,36914,14978,86,17,6,12,35000000,2012,5.5,2.35,0
1,92,93,13000,17718223,162067,14180,316,17,6,12,25000000,2004,6.6,1.85,0
1,81,98,2000,10544143,16372,4843,121,17,23,9,20000000,1999,6.1,1.37,311
1,252,147,6000,7219578,235992,8484,1768,17,11,12,15000000,2001,8,1.85,16000
1,76,108,786,8054280,6838,2730,117,17,6,9,20000000,2004,6.3,1.85,924
1,42,101,1000,1075288,7772,2228,55,17,6,12,22000000,1996,6.1,1.85,145
1,297,109,957,13782838,258078,1757,911,17,6,12,15000000,1982,8.2,2.35,23000
1,95,148,3,630779,11101,5,159,17,6,12,35000000,1999,6.8,2.35,633
1,97,97,12000,11614236,9294,15209,140,17,6,9,15000000,1999,5.6,1.37,251
1,34,94,13000,13801755,23928,15183,100,17,6,14,20000000,1997,6.6,1.85,0
1,169,89,2000,9639242,16437,5470,68,17,6,9,24000000,2011,4.9,1.85,0
1,300,107,24000,16204793,92712,24805,294,17,6,12,16000000,2009,5.1,1.85,6000
1,25,98,372,8000000,1400,927,41,17,6,14,18000000,1981,5,2.35,346
1,160,107,798,14637490,16411,2537,136,17,6,12,25000000,2010,4.8,2.35,0
1,157,122,23000,6855137,88590,27381,419,17,33,12,17000000,2006,7.4,2.35,0
1,36,114,20000,18653615,14786,22040,103,17,6,9,23000000,1999,6.1,2.35,638
1,280,122,12000,1697956,64944,13809,212,17,6,12,20000000,2009,6.7,1.85,6000
1,273,160,11000,3904982,136104,22516,415,17,6,12,30000000,2007,7.5,2.35,0
1,16,102,670,15593,2295,1562,40,17,6,9,21000000,1999,5.8,1.85,284
1,42,95,1000,4193025,30682,2518,194,17,6,12,15000000,1999,6.8,2.35,0
1,145,83,465,4930798,16268,730,108,17,6,9,17000000,2012,4.1,2.35,0
1,337,103,29,252652,54104,44,199,15,19,9,19900000,2010,7,1.85,38000
1,151,117,11000,13987482,58957,15713,91,17,6,12,20000000,2011,6,1.85,0
1,308,107,11000,3675072,190132,11623,801,17,63,12,26000000,2007,7.3,2.35,15000
1,99,145,876,13038660,16995,1282,163,17,6,12,25000000,1999,7.3,1.85,0
1,60,114,1000,18252684,18366,1816,219,17,6,14,30000000,1998,6.9,1.85,0
1,42,91,925,10443316,7159,2913,88,17,6,9,15000000,1998,5,1.85,247
1,146,107,23000,1190018,261317,25088,1137,17,6,12,20000000,2002,7.5,2.35,20000
1,94,105,901,234760500,126464,3464,175,17,6,12,14000000,1984,7.3,1.85,0
1,223,127,11000,290158751,837759,12643,900,17,6,14,18000000,1980,8.8,2.35,17000
1,233,118,13000,37899638,98472,27114,492,17,6,9,88000000,2005,5.9,1.85,0
1,128,152,940,27796042,45031,4310,376,17,6,14,72000000,2001,6.9,1.85,0
1,61,97,1000,18318000,24868,2521,216,17,23,4,80000000,1998,5.8,1.85,964
1,62,104,752,6712451,4102,3133,89,17,28,12,90000000,2001,4.4,1.85,53
1,78,94,490,17010646,40751,1195,239,17,6,14,84000000,2005,2.2,1.85,881
1,106,137,2000,22406362,16832,5780,267,17,6,9,107000000,2004,6,2.35,701
1,188,120,1000,24004159,68722,3175,191,17,6,14,110000000,2004,5.8,2.35,0
1,435,128,4000,36381716,197584,7067,918,17,6,9,82000000,2011,6.1,2.35,42000
2,242,122,326,33201661,534262,809,1314,20,11,12,77000000,2001,8.4,2.35,39000
1,79,177,766,17593391,56403,4346,376,17,6,12,80000000,1997,6,2.35,0
1,212,87,827,40198710,87451,3144,660,17,6,9,100000000,2004,3.3,2.35,0
1,101,94,563,15131330,25843,683,64,17,11,14,86000000,2006,6,2.35,941
1,61,124,1000,11000000,21102,3611,169,17,6,9,98000000,1995,5.6,2.35,1000
1,266,115,13000,35024475,110364,13761,261,17,11,12,100000000,2010,6.9,2.35,0
1,101,91,3000,20950820,24183,5593,160,17,33,14,80000000,2003,5.7,2.35,665
1,221,143,15000,233630478,394317,15838,1051,17,6,9,90000000,2000,7.7,1.85,23000
1,208,106,710,227965690,271592,1675,2335,17,6,9,72000000,2002,6.7,1.85,0
1,289,134,20000,214948780,405973,20952,1055,17,1,9,110000000,2003,7.5,2.35,0
1,232,174,11000,261970615,387616,35672,858,17,63,14,100000000,2002,7.4,2.35,0
